id,repository_id,notebook_id,index,index_count,any,any_count,shadown_ref,shadown_ref_count,output_ref,output_ref_count,system,system_count,set_next_input,set_next_input_count,input_ref,input_ref_count,magic,magic_count,run_line_magic,run_line_magic_count,run_cell_magic,run_cell_magic_count,getoutput,getoutput_count,set_hook,set_hook_count,others,skip
14,10,15,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
15,10,16,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
16,10,17,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
17,10,19,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
18,10,20,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
19,11,21,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
20,11,24,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
21,14,27,12,1,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
22,14,28,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
23,14,29,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
24,15,30,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
25,15,31,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
26,17,38,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
27,17,40,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
28,17,41,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
29,17,42,1,1,"pip,jt,jupyter",3,"",0,"",0,"pip,jt,jupyter",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
30,17,43,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
31,17,44,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
32,17,45,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
33,17,46,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
34,17,47,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
35,17,48,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
36,17,49,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
37,20,50,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
38,20,51,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
39,20,52,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
40,22,53,"6,8",2,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
41,22,54,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
42,22,55,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
43,22,56,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
44,22,57,5,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
45,22,58,8,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
46,22,59,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
47,24,60,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
48,26,63,0,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
49,26,64,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
50,26,65,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
51,26,66,"1,20",2,"load_ext,autoreload,_",3,"",0,_,1,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
52,26,67,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
53,26,68,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
54,26,69,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
55,26,70,"3,4",2,"tail,load_ext,autoreload",3,"",0,"",0,tail,1,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
56,26,71,2,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
57,26,72,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
58,26,73,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
59,26,74,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
60,26,75,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
61,26,76,2,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
62,26,77,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
63,26,78,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
64,26,79,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
65,26,80,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
66,26,81,1,1,"load_ext,autoreload",2,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload",2,"",0,"",0,"",0,"",0
67,27,82,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
68,27,83,5,1,"mkdir,wget",2,"",0,"",0,"mkdir,wget",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
69,30,84,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
70,30,85,"3,4,9,18,25",5,"wget,grep,mkdir",3,"",0,"",0,"wget,grep,mkdir",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
71,30,86,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
72,32,88,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
73,32,89,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
74,33,90,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
75,34,91,0,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
76,34,92,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
77,34,93,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
78,34,94,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
79,34,95,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
80,34,96,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
81,34,97,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
82,35,98,"5,7,9,11,13,15,17,20,21",9,"pip,export,datalad,tree,cat,fitlins,conda",7,"",0,"",0,"pip,export,datalad,tree,cat,fitlins,conda",7,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
83,36,99,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
84,37,101,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
85,37,102,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
86,37,103,"2,9",2,"export,{i},{c_apbs}",3,"",0,"",0,"export,{i},{c_apbs}",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
87,37,104,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
88,37,105,"36,42",2,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
89,37,106,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
90,37,107,"32,34,36,38,42,59,63,65,69,75,84,86,92,100,102,104,106,108",18,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
91,37,108,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
92,37,109,"32,34,36,38,42,59,63,65,69,75,84,86,92,100,102,104,106,108",18,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
93,37,110,"32,34,36,38,42,59,63,65,69,75,84,86,92,100,102,104,106,108",18,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
94,37,111,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
95,37,112,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
96,37,113,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
97,37,114,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
98,37,116,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
99,37,117,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100,37,118,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
101,37,119,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
102,37,120,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
103,37,122,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
104,37,123,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
105,37,124,"3,5",2,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
106,38,125,"3,9,10,39",4,"reload_ext,autoreload,timeit,git,mkdir,capture,_",7,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,capture,1,"",0,"",0,"",0
107,38,126,"7,35,69,83,117,124,139,189",8,"_,bash",2,"",0,_,1,"",0,"",0,"",0,"",0,"",0,bash,1,"",0,"",0,"",0
108,38,127,"4,18,21,24,28",5,"reload_ext,autoreload,timeit,git,mkdir,_",6,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
109,38,128,"4,9,23,26,28",5,"reload_ext,autoreload,timeit,git,mkdir,_",6,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
110,38,129,"4,18,21,24,28",5,"reload_ext,autoreload,timeit,git,mkdir,_",6,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
111,38,130,4,1,"reload_ext,autoreload,timeit,git,mkdir",5,"",0,"",0,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
112,38,131,"4,11,19,22,25,29",6,"reload_ext,autoreload,timeit,git,mkdir,_",6,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
113,38,133,1,1,"reload_ext,autoreload,timeit,git,mkdir",5,"",0,"",0,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
114,38,134,"3,7,10,13,30",5,"reload_ext,autoreload,timeit,git,mkdir,_,bash",7,"",0,_,1,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,bash,1,"",0,"",0,"",0
115,38,135,"3,7,25",3,"reload_ext,autoreload,timeit,git,mkdir,bash",6,"",0,"",0,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,bash,1,"",0,"",0,"",0
116,38,136,3,1,"reload_ext,autoreload,timeit,git,mkdir",5,"",0,"",0,"git,mkdir",2,"",0,"",0,"",0,"reload_ext,autoreload,timeit",3,"",0,"",0,"",0,"",0
117,39,137,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
118,40,138,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
119,40,139,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
120,40,140,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
121,40,142,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
122,40,143,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
123,40,144,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
124,40,145,"75,96,133,134",4,"cat,h5ls",2,"",0,"",0,h5ls,1,"",0,"",0,"",0,cat,1,"",0,"",0,"",0,"",0
125,40,146,0,1,cd,1,"",0,"",0,"",0,"",0,"",0,"",0,cd,1,"",0,"",0,"",0,"",0
126,41,147,"1,3,9,10,19,20,26,27,28,33",10,"matplotlib,time",2,"",0,"",0,"",0,"",0,"",0,"",0,"matplotlib,time",2,time,1,"",0,"",0,"",0
127,41,148,2,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
128,41,149,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
129,41,150,0,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
130,41,151,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
131,41,152,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
132,41,153,"9,10",2,timeit,1,"",0,"",0,"",0,"",0,"",0,"",0,timeit,1,"",0,"",0,"",0,"",0
133,41,154,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
134,41,155,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
135,41,156,0,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
136,41,157,"1,5,6,8",4,"matplotlib,time,_",3,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,time,1,"",0,"",0,"",0
137,42,158,3,1,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
138,48,159,5,1,_,1,"",0,_,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
139,48,160,"3,8,9,13",4,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
140,48,161,"2,7,8,12",4,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
141,49,162,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
142,49,163,"1,5,7",3,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
143,49,164,"1,7,53",3,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
144,49,165,"1,11,20,24,29,31",6,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
145,49,166,"1,6,13,15,17,19,20,28,34,38,43,45",12,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
146,49,167,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
147,49,168,"1,7,56,58",4,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
148,49,169,"1,6,12",3,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
149,49,170,"1,11,20,24,29,31",6,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
150,51,171,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
151,51,172,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
152,52,173,"4,5,7,8,13,22,23,24,27,30",10,"bash,matplotlib,$command,gsutil",4,"",0,"",0,$command,1,"",0,"",0,"",0,matplotlib,1,bash,1,gsutil,1,"",0,"",0
153,53,176,"1,5,7,11,13,14,15,16,17,18,19",11,"matplotlib,$command,gsutil,bash",4,"",0,"",0,$command,1,"",0,"",0,"",0,matplotlib,1,bash,1,gsutil,1,"",0,"",0
154,57,179,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
155,57,180,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
156,58,194,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
157,58,196,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
158,58,201,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
159,58,202,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
160,58,205,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
161,58,210,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
162,58,212,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
163,59,227,"2,3",2,"%time,_",2,"",0,_,1,"",0,"",0,"",0,"",0,%time,1,"",0,"",0,"",0,"",0
164,59,231,"3,4",2,"shell,_",2,"",0,_,1,"",0,"",0,"",0,"",0,shell,1,"",0,"",0,"",0,"",0
165,60,233,0,1,pip3,1,"",0,"",0,pip3,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
166,62,235,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
167,66,237,4,1,store,1,"",0,"",0,"",0,"",0,"",0,"",0,store,1,"",0,"",0,"",0,"",0
168,66,238,3,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
169,66,239,2,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
170,66,240,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
171,69,241,"2,4",2,"matplotlib,_",2,"",0,_,1,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
172,70,242,1,1,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0
173,70,243,2,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
174,70,244,1,1,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0
175,70,245,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
176,70,246,2,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
177,70,247,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
178,70,248,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
179,70,249,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
180,70,250,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
181,70,251,1,1,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0
182,70,252,1,1,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0,"",0,"",0,"load_ext,autoreload,matplotlib",3,"",0,"",0,"",0,"",0
183,70,253,1,1,matplotlib,1,"",0,"",0,"",0,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
184,72,254,"0,1,2,3,4,5,6",7,"pip,apt-get,load_ext,R",4,"",0,"",0,"pip,apt-get",2,"",0,"",0,"",0,load_ext,1,R,1,"",0,"",0,"",0
185,72,255,"4,33",2,"config,matplotlib,time",3,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
186,72,256,"4,13,25",3,"config,matplotlib,wget,time",4,"",0,"",0,wget,1,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
187,72,257,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
188,72,258,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
189,72,260,"2,5",2,wget,1,"",0,"",0,wget,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
190,72,261,"1,5,6,17,19",5,"matplotlib,wget,unzip,rm",4,"",0,"",0,"wget,unzip,rm",3,"",0,"",0,"",0,matplotlib,1,"",0,"",0,"",0,"",0
191,72,262,7,1,/usr/bin/R,1,"",0,"",0,/usr/bin/R,1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
192,72,263,"4,25,43",3,"config,matplotlib,wget,time",4,"",0,"",0,wget,1,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
193,72,264,"3,10,52",3,"config,matplotlib,seuratToAnndata,time",4,"",0,"",0,seuratToAnndata,1,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
194,72,265,6,1,"config,matplotlib",2,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,"",0,"",0,"",0,"",0
195,72,266,5,1,"config,matplotlib",2,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,"",0,"",0,"",0,"",0
196,72,267,"3,36,38",3,"config,matplotlib,time",3,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
197,72,268,5,1,"config,matplotlib",2,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,"",0,"",0,"",0,"",0
198,72,269,"6,28,33",3,"config,matplotlib,time",3,"",0,"",0,"",0,"",0,"",0,"",0,"config,matplotlib",2,time,1,"",0,"",0,"",0
